CASENEW,PWT14,SEX,AGEEULR,MARSTA3R,HIQUL15D,ETHUK7R,ILODEFR,STAT3R,FTPTWK,TOTHRS,NSECMJ3R,GOVTOF2,PWT14R
510,2142,1,4,2,3,1,1,1,1,32,1,12,3.11722331368697
511,522,2,9,1,1,1,1,1,1,16,2,9,0.759659462999345
513,997,1,9,2,5,7,3,1,1,-9,4,8,1.4509204686022
514,547,2,7,3,4,1,1,1,1,0,1,7,0.796041621188969
515,602,1,11,2,3,1,3,-9,-9,-9,4,6,0.876082369206141
518,1035,1,2,1,3,3,3,-9,-9,-9,4,8,1.50622134905043
519,512,1,11,2,5,1,3,1,2,-9,3,4,0.745106599723496
520,533,2,10,3,3,1,1,1,2,12,3,2,0.77566761260278
520,618,1,8,3,5,1,1,1,1,49,3,2,0.899366950447501
523,672,2,9,2,1,1,1,1,2,29,2,9,0.977952412137088
525,637,2,7,2,1,1,1,1,2,24,1,8,0.927017390671615
525,785,2,8,2,3,1,1,1,1,35,2,6,1.14239976715419
526,0,1,12,2,-9,1,3,-9,-9,-9,4,9,0
526,781,2,12,2,-9,1,3,-9,-9,-9,4,5,1.13657862184385
530,602,2,6,1,2,1,1,2,2,20,2,4,0.876082369206141
530,714,1,6,1,2,1,1,1,1,0,4,2,1.03907443789566
534,510,2,11,2,6,1,3,1,1,-9,3,9,0.742196027068326
535,916,1,3,3,6,1,1,1,1,42,3,6,1.33304227606782
537,585,1,6,2,3,1,1,1,1,40,1,1,0.851342501637197
539,553,2,7,2,1,1,1,1,2,0,1,4,0.804773339154479
539,380,2,10,2,2,1,1,1,2,25,1,13,0.553008804482282
541,573,1,6,2,1,1,1,1,1,50,1,5,0.833879065706178
542,531,2,11,2,5,1,3,-9,-9,-9,4,10,0.77275703994761
543,516,2,7,2,4,1,2,1,2,-9,3,9,0.750927745033835
543,442,2,3,1,3,1,1,1,1,0,3,4,0.643236556792549
544,429,2,9,2,4,1,1,1,1,29,2,5,0.624317834533945
545,917,1,1,1,4,1,1,1,2,22,3,7,1.3344975623954
545,635,1,5,1,3,1,1,2,1,60,2,7,0.924106818016445
550,1010,1,4,2,3,1,1,1,1,39,3,6,1.4698391908608
550,489,1,9,2,3,1,1,1,1,45,1,12,0.711635014189042
552,775,2,6,2,1,1,1,1,2,0,1,6,1.12784690387834
552,700,2,3,2,6,1,3,-9,-9,-9,4,4,1.01870042930947
552,661,1,4,1,3,1,1,1,1,30,4,4,0.961944262533654
555,710,2,12,3,-9,1,3,-9,-9,-9,4,2,1.03325329258532
557,706,1,10,3,5,1,3,-9,-9,-9,4,8,1.02743214727498
557,484,2,5,2,2,1,1,1,1,0,1,13,0.704358582551117
560,763,2,5,1,4,1,1,1,1,39,2,6,1.11038346794732
560,537,2,11,2,5,1,3,-9,-9,-9,4,2,0.781488757913119
561,671,2,5,1,4,1,3,-9,-9,-9,4,8,0.976497125809503
561,1002,1,7,2,5,1,3,2,1,-9,2,5,1.45819690024012
562,349,1,12,3,-9,1,3,2,2,-9,1,10,0.507894928327148
562,538,1,7,2,4,1,1,1,1,57,1,7,0.782944044240704
563,791,1,9,2,6,1,1,1,1,48,3,6,1.1511314851197
563,539,2,5,2,7,1,1,3,2,30,4,5,0.784399330568289
563,806,1,7,2,1,1,1,1,1,38,1,5,1.17296078003347
564,553,2,5,2,2,1,1,1,2,30,2,9,0.804773339154479
566,820,1,8,2,4,1,1,2,1,0,1,9,1.19333478861966
567,535,2,12,2,-9,1,3,-9,-9,-9,4,9,0.77857818525795
567,573,1,5,2,1,1,1,1,1,48,1,11,0.833879065706178
568,757,1,7,2,4,1,1,2,1,23,2,6,1.10165174998181
569,531,1,5,1,6,1,3,-9,-9,-9,4,7,0.77275703994761
572,541,2,6,3,4,1,1,1,1,38,2,8,0.787309903223459
572,810,2,6,2,2,1,1,1,2,25,1,5,1.17878192534381
572,533,2,11,3,2,1,3,-9,-9,-9,4,4,0.77566761260278
576,438,2,10,2,4,1,1,2,2,24,2,5,0.637415411482209
578,934,2,7,2,2,1,1,1,1,32,1,6,1.35923742996435
578,658,2,1,1,6,1,3,-9,-9,-9,4,1,0.957578403550899
579,631,1,8,2,3,1,1,1,1,40,3,7,0.918285672706105
579,557,1,4,2,1,1,1,1,1,29,1,5,0.810594484464819
584,910,1,5,2,3,1,1,1,1,40,1,8,1.32431055810231
585,725,1,1,1,3,1,3,-9,-9,-9,4,9,1.05508258749909
585,625,2,5,2,1,1,1,1,1,38,1,2,0.909553954740595
586,508,1,6,2,2,1,1,1,1,35,1,4,0.739285454413156
587,593,2,5,2,3,1,1,1,2,22,2,4,0.862984792257877
587,564,2,3,2,1,1,1,1,2,18,3,12,0.820781488757913
590,1132,1,4,2,1,4,1,2,1,60,2,9,1.64738412282617
590,938,2,8,1,4,1,1,2,1,97,2,8,1.36505857527469
590,542,2,4,3,5,1,1,1,1,0,3,5,0.788765189551044
594,685,2,7,2,3,1,1,1,2,12,3,6,0.996871134395692
594,544,2,7,2,4,1,3,-9,-9,-9,4,13,0.791675762206214
598,702,2,3,2,5,1,1,1,2,8,3,2,1.02161100196464
600,601,1,6,2,5,7,1,1,2,16,3,6,0.874627082878556
601,740,2,10,2,4,1,1,1,1,37,1,2,1.07691188241286
602,615,2,5,2,1,1,1,1,1,0,1,9,0.895001091464746
605,624,1,7,2,1,1,1,1,1,55,1,12,0.90809866841301
606,867,1,3,1,2,1,1,2,1,37,2,9,1.26173324601615
607,1849,2,12,2,-9,1,3,-9,-9,-9,4,7,2.69082441970458
607,673,1,3,2,2,5,1,1,2,15,3,4,0.979407698464673
607,688,1,9,2,1,1,3,-9,-9,-9,4,11,1.00123699337845
610,604,2,7,3,6,1,1,2,1,55,2,10,0.878992941861311
610,524,1,11,2,1,5,1,2,2,20,1,9,0.762570035654515
612,1132,1,3,1,3,2,1,2,1,25,2,8,1.64738412282617
612,660,2,8,2,2,1,1,1,2,32,1,12,0.960488976206069
614,1004,2,2,1,1,1,3,-9,-9,-9,4,8,1.46110747289529
614,1007,1,3,1,1,1,3,1,1,-9,4,2,1.46547333187805
617,570,1,6,2,1,1,1,1,1,50,1,9,0.829513206723423
617,581,1,4,1,1,1,1,1,1,37,1,2,0.845521356326857
619,675,1,6,2,1,1,1,1,1,15,1,11,0.982318271119843
620,717,2,2,1,1,1,1,1,1,35,1,6,1.04344029687841
621,525,2,6,2,2,1,1,1,1,37,2,4,0.7640253219821
623,536,2,6,2,3,1,3,-9,-9,-9,4,2,0.780033471585534
624,625,2,4,2,5,1,3,1,2,-9,3,8,0.909553954740595
624,585,1,11,3,6,1,3,-9,-9,-9,4,4,0.851342501637197
626,548,1,6,2,4,1,1,1,1,84,1,5,0.797496907516554
627,872,2,7,2,4,1,1,1,1,0,3,8,1.26900967765408
628,571,1,4,1,4,1,1,1,1,50,1,7,0.830968493051008
628,470,1,12,2,-9,1,3,-9,-9,-9,4,1,0.683984573964928
629,679,1,5,2,5,1,1,1,1,42,3,4,0.988139416430183
631,626,2,11,2,6,1,3,-9,-9,-9,4,1,0.91100924106818
632,890,1,12,2,-9,1,3,1,1,-9,1,9,1.29520483155061
632,699,1,12,3,3,1,1,2,2,60,1,12,1.01724514298188
633,450,1,4,2,3,1,1,1,1,0,3,13,0.654878847413229
636,953,2,2,1,3,4,1,1,2,28,1,2,1.38688787018846
637,631,2,3,1,3,1,1,1,1,37,2,11,0.918285672706105
638,561,2,4,2,1,1,1,1,1,38,1,12,0.816415629775158
640,871,1,7,2,4,1,1,2,1,40,2,7,1.26755439132649
641,585,1,11,2,3,1,1,1,1,38,3,4,0.851342501637197
642,533,2,10,2,2,1,3,1,2,-9,1,2,0.77566761260278
642,1529,1,12,3,-9,1,3,-9,-9,-9,4,13,2.22513279487739
643,588,2,8,2,2,1,3,-9,-9,-9,4,9,0.855708360619952
643,545,2,9,2,3,1,2,1,2,-9,3,9,0.793131048533799
644,714,1,6,2,1,1,1,1,1,56,4,2,1.03907443789566
645,679,2,5,1,4,1,3,1,2,-9,3,1,0.988139416430183
646,510,2,10,2,1,1,3,2,2,-9,2,9,0.742196027068326
647,769,1,2,1,3,1,2,1,1,-9,2,12,1.11911518591283
650,601,2,3,1,5,1,3,1,2,-9,3,5,0.874627082878556
651,636,2,7,3,1,1,1,1,1,55,1,9,0.92556210434403
651,641,1,3,1,2,1,1,1,1,38,1,11,0.932838535981954
651,551,2,5,2,5,1,3,-9,-9,-9,4,12,0.801862766499309
651,458,2,5,2,2,1,1,2,1,50,2,12,0.666521138033908
652,724,2,8,2,3,1,1,1,1,0,1,9,1.05362730117151
652,637,1,3,1,2,1,1,2,1,42,2,1,0.927017390671615
653,822,1,5,2,1,3,1,1,1,40,1,8,1.19624536127483
654,619,1,6,1,4,1,1,1,1,39,2,7,0.900822236775086
656,701,1,8,3,4,1,2,1,2,-9,3,5,1.02015571563705
657,746,1,6,3,6,-8,3,-9,-9,-9,4,8,1.08564360037837
658,503,1,12,2,-9,1,3,1,1,-9,1,10,0.732009022775231
658,428,1,9,2,3,1,1,1,1,0,1,12,0.62286254820636
659,856,2,2,1,1,1,3,1,1,-9,3,10,1.24572509641272
659,745,1,4,2,4,3,1,1,1,30,3,4,1.08418831405079
660,194,1,12,2,-9,1,3,2,1,-9,2,13,0.282325547551481
661,498,1,12,2,-9,1,3,-9,-9,-9,4,2,0.724732591137306
663,571,1,7,2,1,1,1,2,1,47,1,5,0.830968493051008
666,746,1,6,2,5,1,1,1,2,15,3,8,1.08564360037837
669,493,1,7,2,3,1,1,1,1,39,3,12,0.717456159499382
670,1013,2,2,1,4,1,1,1,1,-8,3,9,1.47420504984356
670,691,1,9,3,1,1,1,1,1,66,1,11,1.0056028523612
670,512,2,4,1,3,1,1,1,1,36,1,12,0.745106599723496
673,842,1,6,2,1,1,1,1,1,41,1,2,1.22535108782653
676,537,2,8,2,2,1,1,2,1,55,2,12,0.781488757913119
677,661,2,6,2,4,1,1,2,2,10,2,7,0.961944262533654
677,791,1,4,2,1,1,1,1,1,63,1,5,1.1511314851197
678,689,1,11,2,5,1,3,-9,-9,-9,4,12,1.00269227970603
679,707,1,10,2,6,1,1,1,1,48,3,6,1.02888743360256
679,854,1,6,2,7,1,1,1,1,32,3,1,1.24281452375755
680,2094,2,12,2,-9,1,3,-9,-9,-9,4,4,3.04736956996289
681,819,1,8,2,1,1,1,1,1,40,1,6,1.19187950229208
684,1189,1,3,1,1,6,1,1,1,52,4,8,1.73033544349851
684,937,1,3,1,1,1,1,1,1,38,1,6,1.3636032889471
689,1165,1,1,1,4,1,3,-9,-9,-9,4,8,1.69540857163647
690,461,1,12,3,-9,1,3,-9,-9,-9,4,11,0.670886997016663
691,620,2,5,3,6,1,1,1,1,30,3,2,0.902277523102671
692,667,2,8,2,3,6,1,1,2,24,1,8,0.970675980499163
693,695,2,8,2,2,1,1,1,1,32,1,10,1.01142399767154
693,483,2,10,2,3,1,3,-9,-9,-9,4,5,0.702903296223532
693,590,1,10,2,6,1,3,2,1,-9,2,12,0.858618933275122
694,763,1,6,2,5,1,1,1,1,40,3,12,1.11038346794732
695,670,2,2,1,3,1,3,-9,-9,-9,4,13,0.975041839481918
696,846,2,5,2,1,1,1,1,2,15,4,10,1.23117223313687
699,612,2,11,2,5,1,3,-9,-9,-9,4,6,0.890635232481991
701,491,2,4,2,1,1,1,1,2,10,1,7,0.714545586844212
702,478,2,10,3,3,1,3,-9,-9,-9,4,6,0.695626864585607
702,593,1,12,2,2,1,1,2,2,10,2,6,0.862984792257877
703,599,2,7,2,1,1,3,-9,-9,-9,4,2,0.871716510223386
703,535,2,10,2,1,1,1,1,1,48,1,2,0.77857818525795
705,541,1,4,2,1,1,1,1,1,38,3,10,0.787309903223459
706,636,2,7,2,5,4,1,1,2,16,2,9,0.92556210434403
708,462,2,1,1,4,1,1,1,2,5,4,5,0.672342283344248
709,880,1,3,1,5,1,3,-9,-9,-9,4,6,1.28065196827476
710,606,2,3,1,3,1,1,1,1,40,2,11,0.881903514516481
711,571,2,5,2,2,1,1,2,2,6,2,5,0.830968493051008
712,695,1,3,1,6,1,1,2,1,30,2,10,1.01142399767154
717,634,2,6,2,1,1,1,2,2,38,2,9,0.92265153168886
717,723,1,8,2,3,1,1,1,1,50,1,9,1.05217201484392
719,871,1,4,1,6,1,1,1,1,35,3,6,1.26755439132649
719,617,1,8,2,4,1,1,1,1,48,3,2,0.897911664119916
722,504,2,8,1,1,1,1,1,1,0,1,11,0.733464309102816
724,667,1,7,1,4,1,1,1,1,37,1,7,0.970675980499163
724,668,1,10,2,6,1,3,1,1,-9,1,13,0.972131266826748
727,659,1,8,2,1,1,1,1,1,37,1,10,0.959033689878484
727,507,2,11,3,3,1,3,-9,-9,-9,4,12,0.737830168085571
728,631,1,10,2,1,1,3,1,1,-9,1,10,0.918285672706105
729,633,1,4,2,1,1,1,1,1,65,1,10,0.921196245361275
729,719,1,2,1,3,1,1,1,2,32,4,7,1.04635086953358
729,547,2,4,1,4,1,1,1,1,35,2,4,0.796041621188969
730,636,1,1,1,2,1,3,1,2,-9,4,1,0.92556210434403
731,0,2,12,3,-9,1,3,-9,-9,-9,4,10,0
736,571,2,6,2,1,1,1,1,2,31,1,10,0.830968493051008
736,2188,1,12,2,-9,3,3,-9,-9,-9,4,4,3.18416648475588
736,969,1,11,2,3,1,1,1,2,14,3,12,1.41017245142982
739,538,1,8,1,4,1,3,1,2,-9,3,5,0.782944044240704
744,2949,2,12,2,-9,1,3,-9,-9,-9,4,10,4.29163938004803
744,675,1,12,2,-9,1,3,-9,-9,-9,4,6,0.982318271119843
744,757,1,9,2,6,1,3,1,1,-9,3,4,1.10165174998181
746,849,1,8,2,1,1,1,1,1,40,1,2,1.23553809211962
748,625,2,1,1,4,1,3,-9,-9,-9,4,9,0.909553954740595
750,754,1,12,2,-9,1,3,1,1,-9,1,5,1.09728589099905
752,645,2,1,1,4,4,3,-9,-9,-9,4,4,0.938659681292294
753,596,1,9,2,1,1,1,1,1,40,1,2,0.867350651240632
758,660,2,9,3,1,7,3,-9,-9,-9,4,8,0.960488976206069
758,462,2,1,1,4,5,3,-9,-9,-9,4,5,0.672342283344248
762,795,2,2,1,3,7,1,1,2,16,4,8,1.15695263043004
764,965,1,2,1,1,1,1,1,1,42,2,9,1.40435130611948
765,805,1,8,3,3,1,1,1,1,32,3,5,1.17150549370589
768,1015,2,4,2,1,1,3,1,1,-9,3,8,1.47711562249873
769,568,1,8,2,1,1,1,1,1,35,1,8,0.826602634068253
769,589,2,7,3,6,1,1,1,2,22,3,12,0.857163646947537
770,541,2,8,2,3,1,1,1,1,0,1,5,0.787309903223459
772,466,2,12,3,-9,1,3,-9,-9,-9,4,7,0.678163428654588
772,714,1,5,2,4,1,1,1,1,0,3,4,1.03907443789566
776,0,2,12,3,-9,1,3,-9,-9,-9,4,12,0
778,704,2,6,2,5,5,1,1,1,42,3,8,1.02452157461981
780,1116,2,3,1,3,2,3,1,1,-9,2,8,1.62409954158481
780,598,2,7,1,1,1,1,1,2,0,1,4,0.870261223895802
780,700,2,4,1,1,1,1,1,2,8,1,5,1.01870042930947
780,583,1,10,2,3,1,1,1,1,0,3,12,0.848431928982027
781,570,2,8,1,6,1,1,1,1,30,3,10,0.829513206723423
783,755,2,3,1,4,1,1,1,2,7,3,2,1.09874117732664
786,333,1,11,2,2,1,3,-9,-9,-9,4,2,0.484610347085789
787,504,1,11,2,3,1,3,1,2,-9,3,7,0.733464309102816
787,682,2,7,2,6,4,3,-9,-9,-9,4,6,0.992505275412938
787,522,2,10,2,4,1,3,1,1,-9,2,2,0.759659462999345
788,597,2,9,2,4,1,3,-9,-9,-9,4,7,0.868805937568217
789,637,2,2,1,3,1,1,1,2,7,4,4,0.927017390671615
789,605,2,9,1,5,1,1,1,1,39,2,2,0.880448228188896
790,968,2,1,1,4,1,1,1,1,26,1,6,1.40871716510223
791,517,2,8,2,4,1,1,1,2,28,3,7,0.75238303136142
793,861,2,4,2,4,1,3,1,1,-9,1,9,1.25300152805064
795,516,2,8,2,5,1,1,1,2,24,2,9,0.750927745033835
796,525,2,7,2,4,1,1,1,2,21,3,10,0.7640253219821
796,466,2,9,2,1,1,1,1,1,30,1,13,0.678163428654588
798,521,1,11,3,1,1,3,-9,-9,-9,4,8,0.75820417667176
798,784,2,5,2,1,1,3,1,1,-9,1,8,1.1409444808266
798,499,2,3,1,3,1,1,1,1,20,3,7,0.726187877464891
798,619,1,8,2,4,1,1,1,1,38,3,5,0.900822236775086
798,307,2,10,3,2,1,3,1,1,-9,1,5,0.44677290256858
799,504,2,10,2,4,1,3,-9,-9,-9,4,2,0.733464309102816
799,709,2,7,2,5,1,1,1,2,30,2,2,1.03179800625773
803,1051,1,3,1,4,1,1,1,1,35,2,8,1.52950593029179
803,682,1,10,2,5,1,1,1,1,45,3,6,0.992505275412938
806,552,1,9,2,3,1,3,-9,-9,-9,4,7,0.803318052826894
807,2540,2,12,3,-9,1,3,-9,-9,-9,4,4,3.69642727206578
809,599,2,7,1,3,1,1,1,2,18,3,2,0.871716510223386
809,750,2,1,1,4,1,1,1,2,10,4,1,1.09146474568871
811,3140,2,12,3,-9,1,3,-9,-9,-9,4,9,4.56959906861675
812,3508,1,12,3,-9,1,3,-9,-9,-9,4,2,5.10514443716801
815,626,1,10,2,3,1,3,1,1,-9,1,2,0.91100924106818
815,598,2,7,2,5,6,1,1,1,39,3,4,0.870261223895802
817,871,1,3,1,3,6,1,1,1,0,3,2,1.26755439132649
819,537,1,10,2,5,1,1,2,1,-8,1,9,0.781488757913119
819,569,1,9,1,1,1,1,2,1,45,1,9,0.828057920395838
819,457,2,4,1,1,1,1,1,1,49,1,13,0.665065851706323
820,627,1,11,2,1,1,3,-9,-9,-9,4,9,0.912464527395765
820,706,2,6,2,3,1,1,1,2,32,1,5,1.02743214727498
821,633,1,4,2,1,1,1,1,1,20,1,10,0.921196245361275
821,696,2,9,2,1,1,1,1,1,50,1,5,1.01287928399913
823,573,2,5,2,1,1,1,1,1,30,1,7,0.833879065706178
824,553,2,5,3,3,6,1,1,1,24,4,9,0.804773339154479
824,548,2,9,2,2,1,1,1,2,27,2,6,0.797496907516554
825,659,1,10,2,2,7,1,1,1,0,2,8,0.959033689878484
825,563,2,10,2,3,1,3,-9,-9,-9,4,12,0.819326202430328
827,434,1,12,3,-9,1,3,1,2,-9,3,7,0.631594266171869
827,832,1,7,2,6,1,3,-9,-9,-9,4,2,1.21079822455068
829,502,2,9,2,1,1,1,1,1,57,1,12,0.730553736447646
831,827,1,5,2,6,1,1,1,1,60,1,11,1.20352179291276
833,515,1,12,2,-9,1,3,-9,-9,-9,4,9,0.74947245870625
833,774,2,7,1,5,1,2,1,1,-9,4,8,1.12639161755075
834,585,1,11,2,2,1,1,2,2,10,1,10,0.851342501637197
834,642,1,6,1,5,1,3,1,1,-9,3,12,0.934293822309539
835,677,2,11,2,6,1,3,-9,-9,-9,4,5,0.985228843775013
838,717,1,8,2,1,1,1,1,1,58,1,6,1.04344029687841
844,664,1,5,2,1,1,1,1,1,40,1,4,0.966310121516408
845,622,2,12,2,-9,1,3,-9,-9,-9,4,10,0.90518809575784
845,722,1,9,2,2,1,1,1,2,55,1,11,1.05071672851634
845,537,2,8,2,4,1,1,1,2,0,3,12,0.781488757913119
847,594,2,9,2,4,1,1,1,1,30,2,2,0.864440078585462
849,876,2,5,2,4,1,1,2,2,16,2,8,1.27483082296442
849,522,2,8,3,2,1,1,1,2,21,3,7,0.759659462999345
850,611,2,9,2,2,1,1,1,1,40,1,10,0.889179946154406
850,534,2,7,3,1,1,1,1,2,20,1,9,0.777122898930365
852,543,2,12,2,5,5,1,1,2,9,3,8,0.790220475878629
855,421,1,11,2,3,1,3,1,1,-9,2,7,0.612675543913265
856,495,2,4,2,3,1,1,1,2,24,1,5,0.720366732154551
857,0,2,12,2,-9,1,3,-9,-9,-9,4,5,0
857,531,2,7,2,1,1,1,1,1,38,1,13,0.77275703994761
859,452,2,11,2,1,1,3,-9,-9,-9,4,7,0.657789420068398
861,613,1,6,1,6,1,3,-9,-9,-9,4,10,0.892090518809576
861,711,1,3,1,1,6,1,1,2,29,3,7,1.0347085789129
862,736,2,5,1,1,1,3,1,1,-9,1,8,1.07109073710252
862,650,1,11,1,6,3,3,-9,-9,-9,4,8,0.945936112930219
863,531,2,6,2,4,1,1,1,2,25,2,1,0.77275703994761
867,525,1,1,1,6,6,3,-9,-9,-9,4,8,0.7640253219821
867,568,2,5,2,1,1,1,1,1,50,1,11,0.826602634068253
871,633,1,5,1,6,4,3,-9,-9,-9,4,2,0.921196245361275
871,850,2,3,1,6,1,3,-9,-9,-9,4,12,1.23699337844721
877,682,1,10,2,6,1,3,1,1,-9,3,6,0.992505275412938
877,823,2,7,2,4,1,1,1,2,10,3,6,1.19770064760242
877,530,2,7,2,2,1,1,1,2,21,3,12,0.771301753620025
878,605,1,5,2,3,1,3,-9,-9,-9,4,4,0.880448228188896
879,676,2,1,1,4,4,3,-9,-9,-9,4,8,0.983773557447428
879,602,1,7,2,3,1,1,1,1,40,2,7,0.876082369206141
880,760,2,8,2,3,1,1,1,1,74,3,2,1.10601760896456
881,588,2,10,2,6,1,3,-9,-9,-9,4,9,0.855708360619952
881,608,2,9,1,4,1,3,1,1,-9,3,2,0.884814087171651
881,634,2,11,2,6,1,3,-9,-9,-9,4,2,0.92265153168886
884,1078,1,4,2,1,1,1,1,1,37,1,8,1.56879866113658
884,687,1,8,3,3,1,1,1,2,24,3,1,0.999781707050862
885,3963,1,12,2,-9,1,3,-9,-9,-9,4,11,5.76729971621917
891,7442,1,12,2,1,1,1,2,1,40,2,10,10.8302408498872
893,0,2,12,2,-9,1,3,-9,-9,-9,4,9,0
894,679,2,7,2,4,1,3,1,2,-9,3,10,0.988139416430183
894,574,2,10,2,2,1,1,1,2,0,3,2,0.835334352033763
897,555,1,1,1,3,1,1,1,2,12,4,9,0.807683911809649
897,751,2,8,2,1,6,1,1,1,45,1,8,1.0929200320163
899,1216,1,2,1,4,6,1,2,2,12,1,8,1.7696281743433
900,612,1,6,1,6,1,1,2,1,30,2,10,0.890635232481991
902,581,2,10,3,4,1,1,1,1,40,3,6,0.845521356326857
904,698,2,3,1,2,1,1,2,2,6,2,9,1.0157898566543
904,822,1,5,2,1,3,1,1,1,40,1,8,1.19624536127483
904,421,2,9,2,3,1,3,1,1,-9,3,6,0.612675543913265
906,735,2,5,2,5,1,3,-9,-9,-9,4,7,1.06963545077494
908,687,2,9,2,6,1,3,-9,-9,-9,4,2,0.999781707050862
908,717,1,11,3,2,1,3,1,1,-9,2,11,1.04344029687841
910,0,1,12,2,-9,1,3,-9,-9,-9,4,4,0
910,540,1,4,1,2,1,1,1,1,57,1,1,0.785854616895874
911,525,2,9,2,1,1,1,1,2,-8,1,10,0.7640253219821
912,599,2,10,2,1,1,1,1,2,20,1,6,0.871716510223386
914,3490,2,12,3,-9,1,3,-9,-9,-9,4,1,5.07894928327148
917,542,2,4,1,1,1,1,1,1,38,1,5,0.788765189551044
920,589,2,6,2,1,1,1,2,2,4,2,8,0.857163646947537
922,638,2,7,2,5,1,3,1,2,-9,3,9,0.9284726769992
922,623,1,10,1,1,1,1,1,1,37,2,9,0.906643382085425
923,757,2,4,2,1,3,3,1,1,-9,1,6,1.10165174998181
923,644,1,1,1,4,1,3,-9,-9,-9,4,2,0.937204394964709
926,788,1,3,1,4,1,2,1,2,-9,3,12,1.14676562613694
930,800,1,6,1,6,1,3,-9,-9,-9,4,12,1.16422906206796
932,738,1,6,2,4,1,1,1,1,35,2,8,1.07400130975769
932,531,2,4,1,3,1,1,1,1,40,3,13,0.77275703994761
933,535,1,11,2,3,1,3,1,1,-9,1,10,0.77857818525795
940,0,1,12,2,-9,1,3,-9,-9,-9,4,5,0
941,566,2,4,1,1,1,1,2,2,45,1,2,0.823692061413083
943,669,1,7,2,5,1,1,1,1,37,3,13,0.973586553154333
944,605,1,7,2,3,1,1,1,2,15,3,13,0.880448228188896
945,713,1,6,2,4,1,1,1,1,7,1,9,1.03761915156807
947,596,2,11,2,1,1,3,-9,-9,-9,4,2,0.867350651240632
948,474,1,10,3,1,7,1,2,1,10,2,9,0.689805719275267
948,365,2,12,2,-9,1,3,-9,-9,-9,4,13,0.531179509568508
952,412,1,10,3,1,1,1,1,1,48,1,6,0.599577966965
953,560,2,9,2,3,1,3,1,1,-9,1,4,0.814960343447573
953,599,2,7,2,1,1,1,1,2,0,1,2,0.871716510223386
953,507,2,12,2,-9,1,3,-9,-9,-9,4,4,0.737830168085571
954,527,1,10,2,5,1,3,1,2,-9,3,10,0.76693589463727
959,524,2,12,2,-9,1,3,-9,-9,-9,4,4,0.762570035654515
960,705,2,2,1,3,1,1,1,1,40,2,9,1.02597686094739
960,532,2,10,2,4,1,3,2,2,-9,2,9,0.774212326275195
960,648,2,10,2,5,1,3,1,2,-9,1,6,0.943025540275049
961,635,1,6,3,4,1,1,2,1,60,2,7,0.924106818016445
961,561,2,8,2,3,1,1,1,2,0,3,5,0.816415629775158
961,599,1,9,2,5,1,2,1,1,-9,4,12,0.871716510223386
964,577,2,4,2,2,1,3,1,1,-9,3,5,0.839700211016517
967,568,1,4,1,4,1,2,2,1,-9,2,10,0.826602634068253
969,669,2,3,1,4,1,1,1,2,25,1,10,0.973586553154333
970,448,2,3,1,3,1,1,1,1,49,2,2,0.651968274758059
975,720,1,8,2,1,1,1,1,1,68,1,6,1.04780615586117
976,895,1,4,2,1,4,1,1,1,35,3,7,1.30248126318853
976,639,2,2,1,4,1,1,1,2,16,3,1,0.929927963326785
977,557,1,8,2,1,1,1,1,1,35,3,12,0.810594484464819
978,3043,1,12,2,-9,1,3,-9,-9,-9,4,9,4.42843629484101
980,484,1,10,2,3,1,1,1,1,43,1,13,0.704358582551117
982,614,1,7,2,4,1,3,2,1,-9,1,6,0.893545805137161
986,741,2,2,1,4,1,1,1,2,16,4,9,1.07836716874045
988,499,1,12,2,-9,1,3,-9,-9,-9,4,2,0.726187877464891
989,529,2,11,2,5,1,3,1,1,-9,3,6,0.76984646729244
992,556,1,1,1,-8,1,3,-9,-9,-9,4,9,0.809139198137234
994,2288,1,12,2,-9,1,3,-9,-9,-9,4,8,3.32969511751437
996,791,2,1,1,4,1,3,-9,-9,-9,4,6,1.1511314851197
999,480,2,5,1,1,1,1,1,1,40,1,8,0.698537437240777
999,977,2,7,2,1,3,2,1,2,-9,4,9,1.4218147420505
999,774,1,7,2,5,1,1,1,1,30,3,1,1.12639161755075
1000,538,2,9,2,2,1,1,2,1,35,2,9,0.782944044240704
1000,528,2,10,2,4,1,3,1,2,-9,1,4,0.768391180964855
1005,599,2,7,2,2,1,1,1,2,23,1,2,0.871716510223386
1007,730,1,6,2,5,1,1,1,1,52,3,6,1.06235901913702
1008,595,2,5,1,3,1,1,1,1,38,2,11,0.865895364913047
1011,889,1,2,1,6,1,2,-9,-9,-9,4,8,1.29374954522302
1013,761,1,8,2,2,1,1,1,1,0,1,5,1.10747289529215
1015,645,1,7,1,1,1,1,2,1,0,2,9,0.938659681292294
1016,658,1,7,2,4,1,1,2,2,30,1,2,0.957578403550899
1017,847,1,1,1,4,4,3,-9,-9,-9,4,6,1.23262751946445
1017,399,1,10,1,6,1,3,-9,-9,-9,4,13,0.580659244706396
1022,570,2,8,3,5,1,1,1,1,14,1,10,0.829513206723423
1023,621,2,7,2,1,1,3,1,2,-9,1,5,0.903732809430255
1023,739,1,4,2,1,1,1,1,2,14,1,4,1.07545659608528
1023,591,1,8,2,5,4,1,2,1,42,2,2,0.860074219602707
1025,988,2,1,1,3,1,1,1,2,9,4,6,1.43782289165393
1026,744,2,8,2,1,1,1,1,1,41,1,6,1.0827330277232
1026,553,2,7,2,3,1,3,-9,-9,-9,4,4,0.804773339154479
